ID_CLIENT,ID_SKU,Quantity,dat_event,Valor_Unitario,Categoria,Valor_Total_Produto
2215,8,1,2024-11-09,184,Carnes,184
3201,18,1,2024-11-09,80,Utensilios,80
9637,29,1,2024-11-09,111,Bebidas,111
9637,79,1,2024-11-09,163,Limpeza,163
1630,86,1,2024-11-09,298,Bebidas,298
2371,59,1,2024-11-09,274,Carnes,274
2371,51,1,2024-11-09,233,Bebidas,233
2284,40,1,2024-11-09,130,Utensilios,130
2284,51,1,2024-11-09,233,Bebidas,233
2399,98,1,2024-11-09,61,Utensilios,61
2554,59,1,2024-11-09,274,Carnes,274
2554,93,1,2024-11-09,276,Bebidas,276
1621,42,1,2024-11-09,136,Bebidas,136
6561,70,1,2024-11-09,187,Utensilios,187
6561,47,1,2024-11-09,163,Limpeza,163
6561,23,1,2024-11-09,135,Bebidas,135
207,26,1,2024-11-09,279,Carnes,279
6742,35,1,2024-11-09,149,Limpeza,149
5263,38,1,2024-11-09,246,Bebidas,246
6666,58,1,2024-11-09,45,Limpeza,45
1838,55,1,2024-11-09,58,Bebidas,58
7033,32,1,2024-11-09,299,Limpeza,299
9212,90,1,2024-11-09,284,Carnes,284
8011,44,1,2024-11-09,203,Carnes,203
7729,7,1,2024-11-09,288,Carnes,288
12,19,1,2024-11-09,59,Bebidas,59
4706,5,1,2024-11-09,76,Utensilios,76
7546,50,1,2024-11-09,163,Carnes,163
4005,13,1,2024-11-09,91,Bebidas,91
6479,26,1,2024-11-09,279,Carnes,279
9477,97,1,2024-11-09,69,Bebidas,69
2370,98,1,2024-11-09,61,Utensilios,61
500,72,1,2024-11-09,159,Utensilios,159
3414,14,1,2024-11-09,84,Limpeza,84
6734,40,1,2024-11-09,130,Utensilios,130
8709,69,1,2024-11-09,194,Carnes,194
3141,46,1,2024-11-09,74,Carnes,74
860,6,1,2024-11-09,273,Carnes,273
8397,41,1,2024-11-09,164,Carnes,164
9231,68,1,2024-11-09,152,Limpeza,152
1379,98,1,2024-11-09,61,Utensilios,61
1214,36,1,2024-11-09,167,Bebidas,167
2186,74,1,2024-11-09,256,Utensilios,256
6365,10,1,2024-11-09,286,Carnes,286
3900,23,1,2024-11-09,135,Bebidas,135
5361,9,1,2024-11-09,250,Bebidas,250
5361,70,1,2024-11-09,187,Utensilios,187
3691,88,1,2024-11-10,198,Bebidas,198
7108,45,1,2024-11-10,151,Carnes,151
7523,43,1,2024-11-10,284,Bebidas,284
9812,86,1,2024-11-10,298,Bebidas,298
7084,34,1,2024-11-10,132,Limpeza,132
1095,23,1,2024-11-10,135,Bebidas,135
1608,55,1,2024-11-10,58,Bebidas,58
1608,1,1,2024-11-10,272,Limpeza,272
4341,9,1,2024-11-10,250,Bebidas,250
547,28,1,2024-11-10,99,Carnes,99
9253,15,1,2024-11-10,297,Bebidas,297
8319,56,1,2024-11-10,173,Utensilios,173
8665,57,1,2024-11-10,169,Utensilios,169
7702,16,1,2024-11-10,150,Utensilios,150
7702,94,1,2024-11-10,242,Utensilios,242
142,55,1,2024-11-10,58,Bebidas,58
142,71,1,2024-11-10,245,Carnes,245
3356,48,1,2024-11-10,287,Carnes,287
3356,66,1,2024-11-10,75,Utensilios,75
351,2,1,2024-11-10,207,Carnes,207
351,46,1,2024-11-10,74,Carnes,74
7315,19,1,2024-11-10,59,Bebidas,59
7315,67,1,2024-11-10,275,Limpeza,275
7174,6,1,2024-11-10,273,Carnes,273
7174,94,1,2024-11-10,242,Utensilios,242
3105,12,1,2024-11-10,199,Limpeza,199
1697,43,1,2024-11-10,284,Bebidas,284
75,8,1,2024-11-10,184,Carnes,184
7107,39,1,2024-11-10,217,Bebidas,217
7205,37,1,2024-11-10,66,Utensilios,66
7205,86,1,2024-11-10,298,Bebidas,298
7205,19,1,2024-11-10,59,Bebidas,59
795,11,1,2024-11-10,256,Carnes,256
622,85,1,2024-11-10,156,Bebidas,156
9413,10,1,2024-11-10,286,Carnes,286
3403,93,1,2024-11-10,276,Bebidas,276
1705,13,1,2024-11-10,91,Bebidas,91
206,19,1,2024-11-10,59,Bebidas,59
9324,5,1,2024-11-10,76,Utensilios,76
443,96,1,2024-11-10,128,Carnes,128
7658,66,1,2024-11-10,75,Utensilios,75
7658,16,1,2024-11-10,150,Utensilios,150
4730,69,1,2024-11-10,194,Carnes,194
4730,72,1,2024-11-10,159,Utensilios,159
4730,23,1,2024-11-10,135,Bebidas,135
2322,28,1,2024-11-10,99,Carnes,99
2841,62,1,2024-11-11,246,Bebidas,246
6618,99,1,2024-11-11,134,Limpeza,134
7573,94,1,2024-11-11,242,Utensilios,242
7573,30,1,2024-11-11,293,Bebidas,293
8085,97,1,2024-11-11,69,Bebidas,69
2318,57,1,2024-11-11,169,Utensilios,169
603,16,1,2024-11-11,150,Utensilios,150
6116,0,1,2024-11-11,263,Carnes,263
693,39,1,2024-11-11,217,Bebidas,217
2334,18,1,2024-11-11,80,Utensilios,80
7084,15,1,2024-11-11,297,Bebidas,297
8820,43,1,2024-11-11,284,Bebidas,284
8820,46,1,2024-11-11,74,Carnes,74
7968,29,1,2024-11-11,111,Bebidas,111
6523,74,1,2024-11-11,256,Utensilios,256
6523,8,1,2024-11-11,184,Carnes,184
7732,98,1,2024-11-11,61,Utensilios,61
9107,66,1,2024-11-11,75,Utensilios,75
9973,20,1,2024-11-11,286,Limpeza,286
4468,21,1,2024-11-11,267,Carnes,267
4765,58,1,2024-11-11,45,Limpeza,45
9302,27,1,2024-11-11,249,Utensilios,249
9302,36,1,2024-11-11,167,Bebidas,167
2811,86,1,2024-11-11,298,Bebidas,298
1923,9,1,2024-11-11,250,Bebidas,250
6953,6,1,2024-11-11,273,Carnes,273
6532,41,1,2024-11-12,164,Carnes,164
9298,51,1,2024-11-12,233,Bebidas,233
756,50,1,2024-11-12,163,Carnes,163
756,40,1,2024-11-12,130,Utensilios,130
1867,39,1,2024-11-12,217,Bebidas,217
9556,95,1,2024-11-12,156,Limpeza,156
342,63,1,2024-11-12,80,Carnes,80
2889,89,1,2024-11-12,271,Carnes,271
2889,40,1,2024-11-12,130,Utensilios,130
2889,24,1,2024-11-12,150,Bebidas,150
9555,17,1,2024-11-12,199,Bebidas,199
8907,23,1,2024-11-12,135,Bebidas,135
3218,83,1,2024-11-12,217,Limpeza,217
583,50,1,2024-11-12,163,Carnes,163
788,42,1,2024-11-12,136,Bebidas,136
8330,81,1,2024-11-12,63,Bebidas,63
4153,76,1,2024-11-12,228,Utensilios,228
2053,95,1,2024-11-12,156,Limpeza,156
9395,63,1,2024-11-12,80,Carnes,80
8471,34,1,2024-11-12,132,Limpeza,132
7459,22,1,2024-11-12,147,Bebidas,147
6992,25,1,2024-11-12,160,Limpeza,160
1517,11,1,2024-11-12,256,Carnes,256
5028,6,1,2024-11-12,273,Carnes,273
5028,28,1,2024-11-12,99,Carnes,99
9485,44,1,2024-11-12,203,Carnes,203
2871,60,1,2024-11-12,98,Limpeza,98
1032,19,1,2024-11-12,59,Bebidas,59
1032,92,1,2024-11-12,175,Bebidas,175
1811,64,1,2024-11-12,213,Utensilios,213
1811,34,1,2024-11-12,132,Limpeza,132
5151,59,1,2024-11-12,274,Carnes,274
5151,30,1,2024-11-12,293,Bebidas,293
6107,14,1,2024-11-12,84,Limpeza,84
1404,95,1,2024-11-12,156,Limpeza,156
3815,51,1,2024-11-12,233,Bebidas,233
2097,16,1,2024-11-12,150,Utensilios,150
7032,72,1,2024-11-12,159,Utensilios,159
9156,58,1,2024-11-12,45,Limpeza,45
98,33,1,2024-11-12,166,Bebidas,166
4673,1,1,2024-11-12,272,Limpeza,272
4673,21,1,2024-11-12,267,Carnes,267
5249,21,1,2024-11-13,267,Carnes,267
9695,54,1,2024-11-13,211,Limpeza,211
4206,84,1,2024-11-13,93,Utensilios,93
2865,39,1,2024-11-13,217,Bebidas,217
3619,53,1,2024-11-13,187,Bebidas,187
8709,96,1,2024-11-13,128,Carnes,128
8709,59,1,2024-11-13,274,Carnes,274
3292,86,1,2024-11-13,298,Bebidas,298
5447,74,1,2024-11-13,256,Utensilios,256
5746,92,1,2024-11-13,175,Bebidas,175
8346,2,1,2024-11-13,207,Carnes,207
2950,62,1,2024-11-13,246,Bebidas,246
9069,48,1,2024-11-13,287,Carnes,287
3933,54,1,2024-11-13,211,Limpeza,211
5635,83,1,2024-11-13,217,Limpeza,217
5635,35,1,2024-11-13,149,Limpeza,149
6970,46,1,2024-11-13,74,Carnes,74
2279,39,1,2024-11-13,217,Bebidas,217
9002,87,1,2024-11-13,236,Utensilios,236
6327,37,1,2024-11-13,66,Utensilios,66
6327,21,1,2024-11-13,267,Carnes,267
5470,88,1,2024-11-13,198,Bebidas,198
1752,6,1,2024-11-13,273,Carnes,273
1752,97,1,2024-11-13,69,Bebidas,69
8692,82,1,2024-11-13,91,Utensilios,91
7521,83,1,2024-11-13,217,Limpeza,217
9005,67,1,2024-11-13,275,Limpeza,275
9371,27,1,2024-11-13,249,Utensilios,249
3389,28,1,2024-11-13,99,Carnes,99
6462,8,1,2024-11-13,184,Carnes,184
6462,71,1,2024-11-13,245,Carnes,245
7160,54,1,2024-11-13,211,Limpeza,211
5378,3,1,2024-11-13,67,Limpeza,67
4288,33,1,2024-11-13,166,Bebidas,166
3811,85,1,2024-11-13,156,Bebidas,156
6967,85,1,2024-11-13,156,Bebidas,156
3167,28,1,2024-11-13,99,Carnes,99
7946,73,1,2024-11-13,246,Utensilios,246
2879,96,1,2024-11-13,128,Carnes,128
2857,74,1,2024-11-13,256,Utensilios,256
9339,12,1,2024-11-13,199,Limpeza,199
9339,39,1,2024-11-13,217,Bebidas,217
3234,77,1,2024-11-13,132,Carnes,132
15,93,1,2024-11-13,276,Bebidas,276
15,62,1,2024-11-13,246,Bebidas,246
837,90,1,2024-11-13,284,Carnes,284
1942,49,1,2024-11-14,266,Utensilios,266
4230,22,1,2024-11-14,147,Bebidas,147
4230,97,1,2024-11-14,69,Bebidas,69
6407,99,1,2024-11-14,134,Limpeza,134
6407,90,1,2024-11-14,284,Carnes,284
4167,79,1,2024-11-14,163,Limpeza,163
1712,72,1,2024-11-14,159,Utensilios,159
9235,97,1,2024-11-14,69,Bebidas,69
9235,95,1,2024-11-14,156,Limpeza,156
7940,20,1,2024-11-14,286,Limpeza,286
4811,63,1,2024-11-14,80,Carnes,80
9555,69,1,2024-11-14,194,Carnes,194
4044,81,1,2024-11-14,63,Bebidas,63
9170,40,1,2024-11-14,130,Utensilios,130
5028,12,1,2024-11-14,199,Limpeza,199
646,59,1,2024-11-14,274,Carnes,274
3586,8,1,2024-11-14,184,Carnes,184
9040,7,1,2024-11-14,288,Carnes,288
1516,25,1,2024-11-14,160,Limpeza,160
8163,68,1,2024-11-14,152,Limpeza,152
8163,71,1,2024-11-14,245,Carnes,245
900,10,1,2024-11-14,286,Carnes,286
3227,35,1,2024-11-14,149,Limpeza,149
3227,39,1,2024-11-14,217,Bebidas,217
1290,55,1,2024-11-14,58,Bebidas,58
484,36,1,2024-11-14,167,Bebidas,167
6110,73,1,2024-11-14,246,Utensilios,246
5858,78,1,2024-11-14,203,Limpeza,203
5858,14,1,2024-11-14,84,Limpeza,84
5858,95,1,2024-11-14,156,Limpeza,156
2306,13,1,2024-11-14,91,Bebidas,91
5473,11,1,2024-11-14,256,Carnes,256
1395,92,1,2024-11-14,175,Bebidas,175
4947,97,1,2024-11-14,69,Bebidas,69
8968,55,1,2024-11-14,58,Bebidas,58
8968,7,1,2024-11-14,288,Carnes,288
3051,52,1,2024-11-14,69,Utensilios,69
3051,75,1,2024-11-14,247,Bebidas,247
7222,31,1,2024-11-14,150,Limpeza,150
554,44,1,2024-11-14,203,Carnes,203
554,51,1,2024-11-14,233,Bebidas,233
9943,36,1,2024-11-14,167,Bebidas,167
5274,63,1,2024-11-14,80,Carnes,80
200,5,1,2024-11-14,76,Utensilios,76
1068,8,1,2024-11-14,184,Carnes,184
589,64,1,2024-11-14,213,Utensilios,213
589,11,1,2024-11-14,256,Carnes,256
4840,90,1,2024-11-15,284,Carnes,284
8472,69,1,2024-11-15,194,Carnes,194
987,28,1,2024-11-15,99,Carnes,99
4752,64,1,2024-11-15,213,Utensilios,213
7760,58,1,2024-11-15,45,Limpeza,45
3437,65,1,2024-11-15,198,Carnes,198
8368,37,1,2024-11-15,66,Utensilios,66
1114,25,1,2024-11-15,160,Limpeza,160
3817,66,1,2024-11-15,75,Utensilios,75
6202,14,1,2024-11-15,84,Limpeza,84
6666,20,1,2024-11-15,286,Limpeza,286
9671,7,1,2024-11-15,288,Carnes,288
9540,70,1,2024-11-15,187,Utensilios,187
2592,45,1,2024-11-15,151,Carnes,151
3139,65,1,2024-11-15,198,Carnes,198
8055,4,1,2024-11-15,175,Carnes,175
3295,74,1,2024-11-15,256,Utensilios,256
3295,59,1,2024-11-15,274,Carnes,274
9785,89,1,2024-11-15,271,Carnes,271
9785,41,1,2024-11-15,164,Carnes,164
7313,6,1,2024-11-15,273,Carnes,273
6432,33,1,2024-11-15,166,Bebidas,166
6432,11,1,2024-11-15,256,Carnes,256
6432,7,1,2024-11-15,288,Carnes,288
6432,62,1,2024-11-15,246,Bebidas,246
6729,75,1,2024-11-15,247,Bebidas,247
3606,17,1,2024-11-15,199,Bebidas,199
5,36,1,2024-11-15,167,Bebidas,167
7447,54,1,2024-11-15,211,Limpeza,211
2405,87,1,2024-11-15,236,Utensilios,236
7713,33,1,2024-11-15,166,Bebidas,166
2856,99,1,2024-11-15,134,Limpeza,134
7174,53,1,2024-11-15,187,Bebidas,187
4995,86,1,2024-11-15,298,Bebidas,298
3968,59,1,2024-11-15,274,Carnes,274
7398,24,1,2024-11-15,150,Bebidas,150
7398,87,1,2024-11-15,236,Utensilios,236
4043,78,1,2024-11-15,203,Limpeza,203
351,89,1,2024-11-15,271,Carnes,271
351,49,1,2024-11-15,266,Utensilios,266
575,42,1,2024-11-15,136,Bebidas,136
575,20,1,2024-11-15,286,Limpeza,286
1849,37,1,2024-11-16,66,Utensilios,66
3105,88,1,2024-11-16,198,Bebidas,198
993,74,1,2024-11-16,256,Utensilios,256
993,63,1,2024-11-16,80,Carnes,80
8744,38,1,2024-11-16,246,Bebidas,246
5860,83,1,2024-11-16,217,Limpeza,217
5860,46,1,2024-11-16,74,Carnes,74
7265,2,1,2024-11-16,207,Carnes,207
7265,70,1,2024-11-16,187,Utensilios,187
7925,99,1,2024-11-16,134,Limpeza,134
7925,59,1,2024-11-16,274,Carnes,274
4848,91,1,2024-11-16,69,Bebidas,69
1902,25,1,2024-11-16,160,Limpeza,160
1902,31,1,2024-11-16,150,Limpeza,150
1533,42,1,2024-11-16,136,Bebidas,136
938,41,1,2024-11-16,164,Carnes,164
7260,11,1,2024-11-16,256,Carnes,256
9630,36,1,2024-11-16,167,Bebidas,167
8672,11,1,2024-11-16,256,Carnes,256
9278,23,1,2024-11-16,135,Bebidas,135
876,71,1,2024-11-16,245,Carnes,245
3812,68,1,2024-11-16,152,Limpeza,152
4855,96,1,2024-11-16,128,Carnes,128
539,55,1,2024-11-16,58,Bebidas,58
755,27,1,2024-11-16,249,Utensilios,249
755,3,1,2024-11-16,67,Limpeza,67
9583,76,1,2024-11-16,228,Utensilios,228
8252,60,1,2024-11-16,98,Limpeza,98
1072,26,1,2024-11-16,279,Carnes,279
1072,96,1,2024-11-16,128,Carnes,128
2453,76,1,2024-11-16,228,Utensilios,228
2453,72,1,2024-11-16,159,Utensilios,159
2453,34,1,2024-11-16,132,Limpeza,132
2884,80,1,2024-11-16,188,Limpeza,188
5870,75,1,2024-11-16,247,Bebidas,247
1132,63,1,2024-11-16,80,Carnes,80
1320,0,1,2024-11-16,263,Carnes,263
4549,35,1,2024-11-16,149,Limpeza,149
4549,19,1,2024-11-16,59,Bebidas,59
9,61,1,2024-11-16,204,Bebidas,204
9699,92,1,2024-11-16,175,Bebidas,175
1418,84,1,2024-11-16,93,Utensilios,93
973,34,1,2024-11-16,132,Limpeza,132
8224,95,1,2024-11-16,156,Limpeza,156
513,26,1,2024-11-16,279,Carnes,279
3724,64,1,2024-11-16,213,Utensilios,213
9448,50,1,2024-11-16,163,Carnes,163
9448,73,1,2024-11-16,246,Utensilios,246
9060,73,1,2024-11-16,246,Utensilios,246
6092,87,1,2024-11-16,236,Utensilios,236
8605,50,1,2024-11-16,163,Carnes,163
5610,25,1,2024-11-16,160,Limpeza,160
3246,90,1,2024-11-17,284,Carnes,284
3246,16,1,2024-11-17,150,Utensilios,150
9919,89,1,2024-11-17,271,Carnes,271
6604,62,1,2024-11-17,246,Bebidas,246
2151,74,1,2024-11-17,256,Utensilios,256
4288,95,1,2024-11-17,156,Limpeza,156
4288,18,1,2024-11-17,80,Utensilios,80
7685,0,1,2024-11-17,263,Carnes,263
7685,21,1,2024-11-17,267,Carnes,267
6937,12,1,2024-11-17,199,Limpeza,199
5916,47,1,2024-11-17,163,Limpeza,163
5916,40,1,2024-11-17,130,Utensilios,130
5916,66,1,2024-11-17,75,Utensilios,75
9813,7,1,2024-11-17,288,Carnes,288
9813,81,1,2024-11-17,63,Bebidas,63
4155,61,1,2024-11-17,204,Bebidas,204
469,3,1,2024-11-17,67,Limpeza,67
8081,47,1,2024-11-17,163,Limpeza,163
6715,3,1,2024-11-17,67,Limpeza,67
111,94,1,2024-11-17,242,Utensilios,242
6551,42,1,2024-11-17,136,Bebidas,136
4922,58,1,2024-11-17,45,Limpeza,45
6760,2,1,2024-11-17,207,Carnes,207
2871,79,1,2024-11-17,163,Limpeza,163
6116,49,1,2024-11-17,266,Utensilios,266
2553,2,1,2024-11-17,207,Carnes,207
2300,15,1,2024-11-17,297,Bebidas,297
6420,46,1,2024-11-17,74,Carnes,74
5169,65,1,2024-11-17,198,Carnes,198
5713,89,1,2024-11-17,271,Carnes,271
5492,58,1,2024-11-17,45,Limpeza,45
2837,49,1,2024-11-17,266,Utensilios,266
4236,4,1,2024-11-17,175,Carnes,175
6313,18,1,2024-11-17,80,Utensilios,80
7118,58,1,2024-11-18,45,Limpeza,45
5803,78,1,2024-11-18,203,Limpeza,203
9907,96,1,2024-11-18,128,Carnes,128
8593,0,1,2024-11-18,263,Carnes,263
6420,50,1,2024-11-18,163,Carnes,163
8488,87,1,2024-11-18,236,Utensilios,236
8488,81,1,2024-11-18,63,Bebidas,63
9590,31,1,2024-11-18,150,Limpeza,150
9590,45,1,2024-11-18,151,Carnes,151
5814,14,1,2024-11-18,84,Limpeza,84
3436,45,1,2024-11-18,151,Carnes,151
3916,36,1,2024-11-18,167,Bebidas,167
3895,84,1,2024-11-18,93,Utensilios,93
8534,17,1,2024-11-18,199,Bebidas,199
5562,19,1,2024-11-18,59,Bebidas,59
6358,94,1,2024-11-18,242,Utensilios,242
6358,6,1,2024-11-18,273,Carnes,273
7858,85,1,2024-11-18,156,Bebidas,156
1147,61,1,2024-11-18,204,Bebidas,204
5737,13,1,2024-11-18,91,Bebidas,91
4638,8,1,2024-11-18,184,Carnes,184
2545,1,1,2024-11-18,272,Limpeza,272
2593,34,1,2024-11-18,132,Limpeza,132
2593,86,1,2024-11-18,298,Bebidas,298
7641,87,1,2024-11-18,236,Utensilios,236
6069,41,1,2024-11-18,164,Carnes,164
3029,42,1,2024-11-18,136,Bebidas,136
6604,90,1,2024-11-18,284,Carnes,284
7757,32,1,2024-11-18,299,Limpeza,299
2937,6,1,2024-11-18,273,Carnes,273
2231,31,1,2024-11-18,150,Limpeza,150
4395,43,1,2024-11-18,284,Bebidas,284
6908,40,1,2024-11-18,130,Utensilios,130
2517,39,1,2024-11-18,217,Bebidas,217
2517,28,1,2024-11-18,99,Carnes,99
8801,79,1,2024-11-18,163,Limpeza,163
287,78,1,2024-11-18,203,Limpeza,203
6743,5,1,2024-11-18,76,Utensilios,76
4850,48,1,2024-11-18,287,Carnes,287
6165,30,1,2024-11-18,293,Bebidas,293
4062,35,1,2024-11-18,149,Limpeza,149
7189,64,1,2024-11-18,213,Utensilios,213
7189,60,1,2024-11-18,98,Limpeza,98
3343,78,1,2024-11-18,203,Limpeza,203
6399,13,1,2024-11-18,91,Bebidas,91
1026,61,1,2024-11-18,204,Bebidas,204
4474,7,1,2024-11-18,288,Carnes,288
7194,83,1,2024-11-18,217,Limpeza,217
5167,12,1,2024-11-19,199,Limpeza,199
3994,81,1,2024-11-19,63,Bebidas,63
616,90,1,2024-11-19,284,Carnes,284
616,82,1,2024-11-19,91,Utensilios,91
1110,46,1,2024-11-19,74,Carnes,74
1125,77,1,2024-11-19,132,Carnes,132
277,36,1,2024-11-19,167,Bebidas,167
4022,27,1,2024-11-19,249,Utensilios,249
8171,81,1,2024-11-19,63,Bebidas,63
5670,94,1,2024-11-19,242,Utensilios,242
8212,94,1,2024-11-19,242,Utensilios,242
4234,69,1,2024-11-19,194,Carnes,194
3918,41,1,2024-11-19,164,Carnes,164
7372,95,1,2024-11-19,156,Limpeza,156
6350,50,1,2024-11-19,163,Carnes,163
4102,85,1,2024-11-19,156,Bebidas,156
6322,49,1,2024-11-19,266,Utensilios,266
6322,55,1,2024-11-19,58,Bebidas,58
5318,63,1,2024-11-19,80,Carnes,80
5318,55,1,2024-11-19,58,Bebidas,58
5644,47,1,2024-11-19,163,Limpeza,163
5644,53,1,2024-11-19,187,Bebidas,187
2257,57,1,2024-11-19,169,Utensilios,169
8113,44,1,2024-11-19,203,Carnes,203
8113,92,1,2024-11-19,175,Bebidas,175
1522,55,1,2024-11-19,58,Bebidas,58
2637,17,1,2024-11-19,199,Bebidas,199
8392,69,1,2024-11-19,194,Carnes,194
2307,58,1,2024-11-19,45,Limpeza,45
6891,56,1,2024-11-19,173,Utensilios,173
8872,10,1,2024-11-19,286,Carnes,286
8872,51,1,2024-11-19,233,Bebidas,233
6123,10,1,2024-11-19,286,Carnes,286
5320,39,1,2024-11-19,217,Bebidas,217
649,94,1,2024-11-19,242,Utensilios,242
9342,86,1,2024-11-19,298,Bebidas,298
30,33,1,2024-11-19,166,Bebidas,166
9696,53,1,2024-11-20,187,Bebidas,187
5974,5,1,2024-11-20,76,Utensilios,76
731,15,1,2024-11-20,297,Bebidas,297
3824,18,1,2024-11-20,80,Utensilios,80
8581,52,1,2024-11-20,69,Utensilios,69
8581,34,1,2024-11-20,132,Limpeza,132
6298,28,1,2024-11-20,99,Carnes,99
777,7,1,2024-11-20,288,Carnes,288
4611,72,1,2024-11-20,159,Utensilios,159
8446,4,1,2024-11-20,175,Carnes,175
4724,1,1,2024-11-20,272,Limpeza,272
4724,36,1,2024-11-20,167,Bebidas,167
9137,75,1,2024-11-20,247,Bebidas,247
4938,70,1,2024-11-20,187,Utensilios,187
4938,36,1,2024-11-20,167,Bebidas,167
5338,33,1,2024-11-20,166,Bebidas,166
8253,82,1,2024-11-20,91,Utensilios,91
8824,9,1,2024-11-20,250,Bebidas,250
930,49,1,2024-11-20,266,Utensilios,266
930,9,1,2024-11-20,250,Bebidas,250
5553,92,1,2024-11-20,175,Bebidas,175
5514,63,1,2024-11-20,80,Carnes,80
7303,48,1,2024-11-20,287,Carnes,287
5267,26,1,2024-11-20,279,Carnes,279
1966,55,1,2024-11-20,58,Bebidas,58
6467,81,1,2024-11-20,63,Bebidas,63
8567,87,1,2024-11-20,236,Utensilios,236
8701,5,1,2024-11-20,76,Utensilios,76
2803,3,1,2024-11-20,67,Limpeza,67
5168,53,1,2024-11-20,187,Bebidas,187
7310,8,1,2024-11-20,184,Carnes,184
7310,94,1,2024-11-20,242,Utensilios,242
5358,33,1,2024-11-20,166,Bebidas,166
8083,32,1,2024-11-21,299,Limpeza,299
8777,56,1,2024-11-21,173,Utensilios,173
8777,32,1,2024-11-21,299,Limpeza,299
2785,72,1,2024-11-21,159,Utensilios,159
2785,93,1,2024-11-21,276,Bebidas,276
3918,3,1,2024-11-21,67,Limpeza,67
7018,91,1,2024-11-21,69,Bebidas,69
3522,5,1,2024-11-21,76,Utensilios,76
6000,8,1,2024-11-21,184,Carnes,184
8486,15,1,2024-11-21,297,Bebidas,297
9760,43,1,2024-11-21,284,Bebidas,284
1038,48,1,2024-11-21,287,Carnes,287
4102,4,1,2024-11-21,175,Carnes,175
2664,25,1,2024-11-21,160,Limpeza,160
4896,36,1,2024-11-21,167,Bebidas,167
4896,29,1,2024-11-21,111,Bebidas,111
3384,61,1,2024-11-21,204,Bebidas,204
8202,72,1,2024-11-21,159,Utensilios,159
6964,66,1,2024-11-21,75,Utensilios,75
9786,66,1,2024-11-21,75,Utensilios,75
3347,61,1,2024-11-21,204,Bebidas,204
5125,15,1,2024-11-21,297,Bebidas,297
283,73,1,2024-11-21,246,Utensilios,246
3905,28,1,2024-11-21,99,Carnes,99
3262,27,1,2024-11-21,249,Utensilios,249
3267,38,1,2024-11-21,246,Bebidas,246
4022,90,1,2024-11-21,284,Carnes,284
9467,81,1,2024-11-21,63,Bebidas,63
218,10,1,2024-11-21,286,Carnes,286
218,67,1,2024-11-21,275,Limpeza,275
218,66,1,2024-11-21,75,Utensilios,75
1247,67,1,2024-11-21,275,Limpeza,275
1247,85,1,2024-11-21,156,Bebidas,156
9775,61,1,2024-11-21,204,Bebidas,204
3079,57,1,2024-11-21,169,Utensilios,169
3079,44,1,2024-11-21,203,Carnes,203
2381,20,1,2024-11-21,286,Limpeza,286
4095,5,1,2024-11-21,76,Utensilios,76
9315,35,1,2024-11-21,149,Limpeza,149
8867,99,1,2024-11-21,134,Limpeza,134
9560,86,1,2024-11-21,298,Bebidas,298
9560,82,1,2024-11-21,91,Utensilios,91
1564,57,1,2024-11-21,169,Utensilios,169
1564,40,1,2024-11-21,130,Utensilios,130
9220,15,1,2024-11-21,297,Bebidas,297
8986,30,1,2024-11-21,293,Bebidas,293
4360,68,1,2024-11-21,152,Limpeza,152
4360,21,1,2024-11-21,267,Carnes,267
238,12,1,2024-11-21,199,Limpeza,199
238,10,1,2024-11-21,286,Carnes,286
238,54,1,2024-11-21,211,Limpeza,211
6645,10,1,2024-11-22,286,Carnes,286
5013,97,1,2024-11-22,69,Bebidas,69
7002,73,1,2024-11-22,246,Utensilios,246
114,39,1,2024-11-22,217,Bebidas,217
6260,93,1,2024-11-22,276,Bebidas,276
6260,33,1,2024-11-22,166,Bebidas,166
5368,17,1,2024-11-22,199,Bebidas,199
5368,20,1,2024-11-22,286,Limpeza,286
7677,1,1,2024-11-22,272,Limpeza,272
710,72,1,2024-11-22,159,Utensilios,159
4620,5,1,2024-11-22,76,Utensilios,76
4620,43,1,2024-11-22,284,Bebidas,284
4620,74,1,2024-11-22,256,Utensilios,256
4434,43,1,2024-11-22,284,Bebidas,284
8737,16,1,2024-11-22,150,Utensilios,150
6155,24,1,2024-11-22,150,Bebidas,150
3392,83,1,2024-11-22,217,Limpeza,217
2917,44,1,2024-11-22,203,Carnes,203
7162,73,1,2024-11-22,246,Utensilios,246
2832,16,1,2024-11-22,150,Utensilios,150
2832,12,1,2024-11-22,199,Limpeza,199
5844,99,1,2024-11-22,134,Limpeza,134
8772,51,1,2024-11-22,233,Bebidas,233
3347,1,1,2024-11-22,272,Limpeza,272
6717,77,1,2024-11-22,132,Carnes,132
8550,96,1,2024-11-22,128,Carnes,128
1591,80,1,2024-11-22,188,Limpeza,188
2952,98,1,2024-11-22,61,Utensilios,61
6417,21,1,2024-11-22,267,Carnes,267
1021,94,1,2024-11-22,242,Utensilios,242
1021,1,1,2024-11-22,272,Limpeza,272
1021,6,1,2024-11-22,273,Carnes,273
1021,80,1,2024-11-22,188,Limpeza,188
762,25,1,2024-11-22,160,Limpeza,160
5057,64,1,2024-11-22,213,Utensilios,213
6521,47,1,2024-11-22,163,Limpeza,163
6400,63,1,2024-11-22,80,Carnes,80
8785,20,1,2024-11-23,286,Limpeza,286
799,46,1,2024-11-23,74,Carnes,74
3962,47,1,2024-11-23,163,Limpeza,163
